Case ID,Module,Method,Endpoint,Aspect,Target Suite,Tag(s),Automation Candidate,Test Level,Scenario,Description,Test Steps,Expected HTTP Status Code,Response Schema/Contract,Expected Latency (ms),Mocking Required?,Data Strategy,Preconditions,Reusable Components,Dependencies,CI Gate,Contract Reference,Risk Level,Risk Type,Priority,Automation Status,Automation Owner,Planned Sprint,Last Run Date,Notes,Latest Run Result
API-1256,Other,GET,/reports/hostprofile,Edge,tests/integration + tests/regression,@edge @other,Yes,Component + Integration,GET /reports/hostprofile: API behavior edge validation,"Validate GET /reports/hostprofile for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare edge dataset for GET /reports/hostprofile, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/hostprofile; Data set=Edge; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1257,Other,GET,/reports/hostprofile,Boundary,tests/integration + tests/regression,@boundary @other,Yes,Component + Integration,GET /reports/hostprofile: API behavior boundary validation,"Validate GET /reports/hostprofile for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare boundary dataset for GET /reports/hostprofile, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/hostprofile; Data set=Boundary; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-1258,Other,GET,/reports/hostprofile,Equivalence,tests/integration + tests/regression,@equivalence @other,Yes,Component + Integration,GET /reports/hostprofile: API behavior equivalence validation,"Validate GET /reports/hostprofile for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare equivalence dataset for GET /reports/hostprofile, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/hostprofile; Data set=Equivalence; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1259,Other,GET,/reports/hostprofile,Abuse,tests/integration + tests/regression,@abuse @other,Yes,Integration,GET /reports/hostprofile: API behavior abuse validation,"Validate GET /reports/hostprofile for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare abuse dataset for GET /reports/hostprofile, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/429,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/hostprofile; Data set=Abuse; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-1260,Other,GET,/reports/hostprofile,Chaos,tests/integration + tests/regression,@chaos @other,Yes,Integration,GET /reports/hostprofile: API behavior chaos validation,"Validate GET /reports/hostprofile for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare chaos dataset for GET /reports/hostprofile, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,<= 1500,Yes,Base URL=http://127.0.0.1:3000; Endpoint=/reports/hostprofile; Data set=Chaos; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1261,Other,GET,/reports/master_results,Positive,tests/integration + tests/regression,@positive @other,Yes,Component + Integration,GET /reports/master_results: API behavior positive validation,"Validate GET /reports/master_results for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare positive dataset for GET /reports/master_results, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/master_results; Data set=Positive; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-1262,Other,GET,/reports/master_results,Negative,tests/integration + tests/regression,@negative @other,Yes,Component + Integration,GET /reports/master_results: API behavior negative validation,"Validate GET /reports/master_results for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare negative dataset for GET /reports/master_results, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/master_results; Data set=Negative; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-1263,Other,GET,/reports/master_results,Edge,tests/integration + tests/regression,@edge @other,Yes,Component + Integration,GET /reports/master_results: API behavior edge validation,"Validate GET /reports/master_results for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare edge dataset for GET /reports/master_results, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/master_results; Data set=Edge; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1264,Other,GET,/reports/master_results,Boundary,tests/integration + tests/regression,@boundary @other,Yes,Component + Integration,GET /reports/master_results: API behavior boundary validation,"Validate GET /reports/master_results for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare boundary dataset for GET /reports/master_results, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/master_results; Data set=Boundary; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-1265,Other,GET,/reports/master_results,Equivalence,tests/integration + tests/regression,@equivalence @other,Yes,Component + Integration,GET /reports/master_results: API behavior equivalence validation,"Validate GET /reports/master_results for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare equivalence dataset for GET /reports/master_results, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/master_results; Data set=Equivalence; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1266,Other,GET,/reports/master_results,Abuse,tests/integration + tests/regression,@abuse @other,Yes,Integration,GET /reports/master_results: API behavior abuse validation,"Validate GET /reports/master_results for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare abuse dataset for GET /reports/master_results, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/429,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/master_results; Data set=Abuse; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-1267,Other,GET,/reports/master_results,Chaos,tests/integration + tests/regression,@chaos @other,Yes,Integration,GET /reports/master_results: API behavior chaos validation,"Validate GET /reports/master_results for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare chaos dataset for GET /reports/master_results, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,<= 1500,Yes,Base URL=http://127.0.0.1:3000; Endpoint=/reports/master_results; Data set=Chaos; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1268,Other,GET,/reports/model_numbers,Positive,tests/integration + tests/regression,@positive @other,Yes,Component + Integration,GET /reports/model_numbers: API behavior positive validation,"Validate GET /reports/model_numbers for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare positive dataset for GET /reports/model_numbers, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/model_numbers; Data set=Positive; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-1269,Other,GET,/reports/model_numbers,Negative,tests/integration + tests/regression,@negative @other,Yes,Component + Integration,GET /reports/model_numbers: API behavior negative validation,"Validate GET /reports/model_numbers for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare negative dataset for GET /reports/model_numbers, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/model_numbers; Data set=Negative; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-1270,Other,GET,/reports/model_numbers,Edge,tests/integration + tests/regression,@edge @other,Yes,Component + Integration,GET /reports/model_numbers: API behavior edge validation,"Validate GET /reports/model_numbers for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare edge dataset for GET /reports/model_numbers, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/model_numbers; Data set=Edge; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1271,Other,GET,/reports/model_numbers,Boundary,tests/integration + tests/regression,@boundary @other,Yes,Component + Integration,GET /reports/model_numbers: API behavior boundary validation,"Validate GET /reports/model_numbers for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare boundary dataset for GET /reports/model_numbers, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/model_numbers; Data set=Boundary; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-1272,Other,GET,/reports/model_numbers,Equivalence,tests/integration + tests/regression,@equivalence @other,Yes,Component + Integration,GET /reports/model_numbers: API behavior equivalence validation,"Validate GET /reports/model_numbers for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare equivalence dataset for GET /reports/model_numbers, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/model_numbers; Data set=Equivalence; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1273,Other,GET,/reports/model_numbers,Abuse,tests/integration + tests/regression,@abuse @other,Yes,Integration,GET /reports/model_numbers: API behavior abuse validation,"Validate GET /reports/model_numbers for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare abuse dataset for GET /reports/model_numbers, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/429,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/model_numbers; Data set=Abuse; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-1274,Other,GET,/reports/model_numbers,Chaos,tests/integration + tests/regression,@chaos @other,Yes,Integration,GET /reports/model_numbers: API behavior chaos validation,"Validate GET /reports/model_numbers for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare chaos dataset for GET /reports/model_numbers, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,<= 1500,Yes,Base URL=http://127.0.0.1:3000; Endpoint=/reports/model_numbers; Data set=Chaos; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1275,Other,GET,/reports/new,Positive,tests/integration + tests/regression,@positive @other,Yes,Component + Integration,GET /reports/new: API behavior positive validation,"Validate GET /reports/new for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare positive dataset for GET /reports/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/new; Data set=Positive; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-1276,Other,GET,/reports/new,Negative,tests/integration + tests/regression,@negative @other,Yes,Component + Integration,GET /reports/new: API behavior negative validation,"Validate GET /reports/new for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare negative dataset for GET /reports/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/new; Data set=Negative; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-1277,Other,GET,/reports/new,Edge,tests/integration + tests/regression,@edge @other,Yes,Component + Integration,GET /reports/new: API behavior edge validation,"Validate GET /reports/new for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare edge dataset for GET /reports/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/new; Data set=Edge; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1278,Other,GET,/reports/new,Boundary,tests/integration + tests/regression,@boundary @other,Yes,Component + Integration,GET /reports/new: API behavior boundary validation,"Validate GET /reports/new for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare boundary dataset for GET /reports/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/new; Data set=Boundary; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-1279,Other,GET,/reports/new,Equivalence,tests/integration + tests/regression,@equivalence @other,Yes,Component + Integration,GET /reports/new: API behavior equivalence validation,"Validate GET /reports/new for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare equivalence dataset for GET /reports/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/new; Data set=Equivalence; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1280,Other,GET,/reports/new,Abuse,tests/integration + tests/regression,@abuse @other,Yes,Integration,GET /reports/new: API behavior abuse validation,"Validate GET /reports/new for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare abuse dataset for GET /reports/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/429,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/new; Data set=Abuse; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-1281,Other,GET,/reports/new,Chaos,tests/integration + tests/regression,@chaos @other,Yes,Integration,GET /reports/new: API behavior chaos validation,"Validate GET /reports/new for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare chaos dataset for GET /reports/new, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,<= 1500,Yes,Base URL=http://127.0.0.1:3000; Endpoint=/reports/new; Data set=Chaos; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-1282,Other,GET,/reports/open_ports,Positive,tests/integration + tests/regression,@positive @other,Yes,Component + Integration,GET /reports/open_ports: API behavior positive validation,"Validate GET /reports/open_ports for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare positive dataset for GET /reports/open_ports, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/open_ports; Data set=Positive; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-1283,Other,GET,/reports/open_ports,Negative,tests/integration + tests/regression,@negative @other,Yes,Component + Integration,GET /reports/open_ports: API behavior negative validation,"Validate GET /reports/open_ports for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare negative dataset for GET /reports/open_ports, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/reports/open_ports; Data set=Negative; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
