Case ID,Module,Method,Endpoint,Aspect,Test Design Technique,Test Level,Scenario,Description,Where To Enter Data,Test Data,Expected HTTP Status Code,Response Schema/Contract,Test Steps,Action,Expected Result,Expected Latency (ms),Traceability ID / Log Context,Mocking Required?,Contract Reference,Risk Level,Risk Type,Dependencies,Priority,Execution Status,Owner,Sprint,Last Run Date,Defect ID,Evidence Link,Comments
API-1617,2FA / OTP (Web),POST,/verify_otp,Chaos,Chaos/Resilience Testing,Integration,POST /verify_otp: API behavior chaos validation,"Validate POST /verify_otp for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/verify_otp; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for POST /verify_otp, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /verify_otp for dependency/transient failure robustness and record evidence.,API handles chaos scenario safely and deterministically; contract and authorization checks are compliant.,<= 1500,corr-id required; case=API-1617; endpoint=POST /verify_otp,Yes,Swagger/OpenAPI reference TBD,High,Availability / Reliability,DB + app services,P0,Not Started,QE Security,Sprint-1,,,,
API-1618,Zip Uploads,GET,/zip_uploads,Positive,Equivalence Partitioning (valid partition),Component + Integration,GET /zip_uploads: API behavior positive validation,"Validate GET /zip_uploads for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Positive,200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for GET /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads for valid-request happy path and record evidence.,API handles positive scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1618; endpoint=GET /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1619,Zip Uploads,GET,/zip_uploads,Negative,Equivalence Partitioning (invalid partition),Component + Integration,GET /zip_uploads: API behavior negative validation,"Validate GET /zip_uploads for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Negative,400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for GET /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads for invalid/missing input handling and record evidence.,API handles negative scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1619; endpoint=GET /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1620,Zip Uploads,GET,/zip_uploads,Edge,Edge Case Analysis,Component + Integration,GET /zip_uploads: API behavior edge validation,"Validate GET /zip_uploads for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for GET /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads for uncommon but valid operating condition and record evidence.,API handles edge scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1620; endpoint=GET /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1621,Zip Uploads,GET,/zip_uploads,Boundary,Boundary Value Analysis,Component + Integration,GET /zip_uploads: API behavior boundary validation,"Validate GET /zip_uploads for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Boundary,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for GET /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads for min/max threshold behavior and record evidence.,API handles boundary scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1621; endpoint=GET /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1622,Zip Uploads,GET,/zip_uploads,Equivalence,Equivalence Class Partitioning,Component + Integration,GET /zip_uploads: API behavior equivalence validation,"Validate GET /zip_uploads for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Equivalence,200,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for GET /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads for representative partition coverage and record evidence.,API handles equivalence scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1622; endpoint=GET /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1623,Zip Uploads,GET,/zip_uploads,Abuse,Security Abuse Case Testing,Integration,GET /zip_uploads: API behavior abuse validation,"Validate GET /zip_uploads for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Abuse,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for GET /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads for malicious misuse attempt and record evidence.,API handles abuse scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1623; endpoint=GET /zip_uploads,Yes,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1624,Zip Uploads,GET,/zip_uploads,Chaos,Chaos/Resilience Testing,Integration,GET /zip_uploads: API behavior chaos validation,"Validate GET /zip_uploads for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for GET /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads for dependency/transient failure robustness and record evidence.,API handles chaos scenario safely and deterministically; contract and authorization checks are compliant.,<= 1500,corr-id required; case=API-1624; endpoint=GET /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1625,Zip Uploads,POST,/zip_uploads,Positive,Equivalence Partitioning (valid partition),Component + Integration,POST /zip_uploads: API behavior positive validation,"Validate POST /zip_uploads for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Positive,200 or 201,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for POST /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /zip_uploads for valid-request happy path and record evidence.,API handles positive scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1625; endpoint=POST /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1626,Zip Uploads,POST,/zip_uploads,Negative,Equivalence Partitioning (invalid partition),Component + Integration,POST /zip_uploads: API behavior negative validation,"Validate POST /zip_uploads for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Negative,400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for POST /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /zip_uploads for invalid/missing input handling and record evidence.,API handles negative scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1626; endpoint=POST /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1627,Zip Uploads,POST,/zip_uploads,Edge,Edge Case Analysis,Component + Integration,POST /zip_uploads: API behavior edge validation,"Validate POST /zip_uploads for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for POST /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /zip_uploads for uncommon but valid operating condition and record evidence.,API handles edge scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1627; endpoint=POST /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1628,Zip Uploads,POST,/zip_uploads,Boundary,Boundary Value Analysis,Component + Integration,POST /zip_uploads: API behavior boundary validation,"Validate POST /zip_uploads for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Boundary,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for POST /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /zip_uploads for min/max threshold behavior and record evidence.,API handles boundary scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1628; endpoint=POST /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1629,Zip Uploads,POST,/zip_uploads,Equivalence,Equivalence Class Partitioning,Component + Integration,POST /zip_uploads: API behavior equivalence validation,"Validate POST /zip_uploads for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Equivalence,200 or 201,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for POST /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /zip_uploads for representative partition coverage and record evidence.,API handles equivalence scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1629; endpoint=POST /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1630,Zip Uploads,POST,/zip_uploads,Abuse,Security Abuse Case Testing,Integration,POST /zip_uploads: API behavior abuse validation,"Validate POST /zip_uploads for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Abuse,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for POST /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /zip_uploads for malicious misuse attempt and record evidence.,API handles abuse scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1630; endpoint=POST /zip_uploads,Yes,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1631,Zip Uploads,POST,/zip_uploads,Chaos,Chaos/Resilience Testing,Integration,POST /zip_uploads: API behavior chaos validation,"Validate POST /zip_uploads for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for POST /zip_uploads, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /zip_uploads for dependency/transient failure robustness and record evidence.,API handles chaos scenario safely and deterministically; contract and authorization checks are compliant.,<= 1500,corr-id required; case=API-1631; endpoint=POST /zip_uploads,Yes,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1632,Zip Uploads,DELETE,/zip_uploads/:id,Positive,Equivalence Partitioning (valid partition),Component + Integration,DELETE /zip_uploads/:id: API behavior positive validation,"Validate DELETE /zip_uploads/:id for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Positive,200 or 204,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for DELETE /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /zip_uploads/:id for valid-request happy path and record evidence.,API handles positive scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1632; endpoint=DELETE /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1633,Zip Uploads,DELETE,/zip_uploads/:id,Negative,Equivalence Partitioning (invalid partition),Component + Integration,DELETE /zip_uploads/:id: API behavior negative validation,"Validate DELETE /zip_uploads/:id for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Negative,400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for DELETE /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /zip_uploads/:id for invalid/missing input handling and record evidence.,API handles negative scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1633; endpoint=DELETE /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1634,Zip Uploads,DELETE,/zip_uploads/:id,Edge,Edge Case Analysis,Component + Integration,DELETE /zip_uploads/:id: API behavior edge validation,"Validate DELETE /zip_uploads/:id for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for DELETE /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /zip_uploads/:id for uncommon but valid operating condition and record evidence.,API handles edge scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1634; endpoint=DELETE /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1635,Zip Uploads,DELETE,/zip_uploads/:id,Boundary,Boundary Value Analysis,Component + Integration,DELETE /zip_uploads/:id: API behavior boundary validation,"Validate DELETE /zip_uploads/:id for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Boundary,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for DELETE /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /zip_uploads/:id for min/max threshold behavior and record evidence.,API handles boundary scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1635; endpoint=DELETE /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1636,Zip Uploads,DELETE,/zip_uploads/:id,Equivalence,Equivalence Class Partitioning,Component + Integration,DELETE /zip_uploads/:id: API behavior equivalence validation,"Validate DELETE /zip_uploads/:id for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Equivalence,200 or 204,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for DELETE /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /zip_uploads/:id for representative partition coverage and record evidence.,API handles equivalence scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1636; endpoint=DELETE /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1637,Zip Uploads,DELETE,/zip_uploads/:id,Abuse,Security Abuse Case Testing,Integration,DELETE /zip_uploads/:id: API behavior abuse validation,"Validate DELETE /zip_uploads/:id for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Abuse,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for DELETE /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /zip_uploads/:id for malicious misuse attempt and record evidence.,API handles abuse scenario safely and deterministically; contract and authorization checks are compliant.,<= 1000,corr-id required; case=API-1637; endpoint=DELETE /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1638,Zip Uploads,DELETE,/zip_uploads/:id,Chaos,Chaos/Resilience Testing,Integration,DELETE /zip_uploads/:id: API behavior chaos validation,"Validate DELETE /zip_uploads/:id for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for DELETE /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /zip_uploads/:id for dependency/transient failure robustness and record evidence.,API handles chaos scenario safely and deterministically; contract and authorization checks are compliant.,<= 1500,corr-id required; case=API-1638; endpoint=DELETE /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,File storage + worker,P1,Not Started,QE API Team,Sprint-2,,,,
API-1639,Zip Uploads,GET,/zip_uploads/:id,Positive,Equivalence Partitioning (valid partition),Component + Integration,GET /zip_uploads/:id: API behavior positive validation,"Validate GET /zip_uploads/:id for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Positive,200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for GET /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads/:id for valid-request happy path and record evidence.,API handles positive scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1639; endpoint=GET /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1640,Zip Uploads,GET,/zip_uploads/:id,Negative,Equivalence Partitioning (invalid partition),Component + Integration,GET /zip_uploads/:id: API behavior negative validation,"Validate GET /zip_uploads/:id for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Negative,400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for GET /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads/:id for invalid/missing input handling and record evidence.,API handles negative scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1640; endpoint=GET /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1641,Zip Uploads,GET,/zip_uploads/:id,Edge,Edge Case Analysis,Component + Integration,GET /zip_uploads/:id: API behavior edge validation,"Validate GET /zip_uploads/:id for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for GET /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads/:id for uncommon but valid operating condition and record evidence.,API handles edge scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1641; endpoint=GET /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1642,Zip Uploads,GET,/zip_uploads/:id,Boundary,Boundary Value Analysis,Component + Integration,GET /zip_uploads/:id: API behavior boundary validation,"Validate GET /zip_uploads/:id for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Boundary,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for GET /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads/:id for min/max threshold behavior and record evidence.,API handles boundary scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1642; endpoint=GET /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
API-1643,Zip Uploads,GET,/zip_uploads/:id,Equivalence,Equivalence Class Partitioning,Component + Integration,GET /zip_uploads/:id: API behavior equivalence validation,"Validate GET /zip_uploads/:id for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/zip_uploads/:id; Data set=Equivalence,200,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for GET /zip_uploads/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /zip_uploads/:id for representative partition coverage and record evidence.,API handles equivalence scenario safely and deterministically; contract and authorization checks are compliant.,<= 700,corr-id required; case=API-1643; endpoint=GET /zip_uploads/:id,Yes,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,File storage + worker,P2,Not Started,QE API Team,Sprint-3,,,,
